Subject,Activity,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tGravityAcc-std()-X,tGravityAcc-std()-Y,tGravityAcc-std()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyAccJerk-std()-X,tBodyAccJerk-std()-Y,tBodyAccJerk-std()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyGyroJerk-std()-X,tBodyGyroJerk-std()-Y,tBodyGyroJerk-std()-Z,tBodyAccMag-mean(),tBodyAccMag-std(),tGravityAccMag-mean(),tGravityAccMag-std(),tBodyAccJerkMag-mean(),tBodyAccJerkMag-std(),tBodyGyroMag-mean(),tBodyGyroMag-std(),tBodyGyroJerkMag-mean(),tBodyGyroJerkMag-std(),fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAcc-std()-X,fBodyAcc-std()-Y,fBodyAcc-std()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyAccJerk-std()-X,fBodyAccJerk-std()-Y,fBodyAccJerk-std()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyGyro-std()-X,fBodyGyro-std()-Y,fBodyGyro-std()-Z,fBodyAccMag-mean(),fBodyAccMag-std(),fBodyBodyAccJerkMag-mean(),fBodyBodyAccJerkMag-std(),fBodyBodyGyroMag-mean(),fBodyBodyGyroMag-std(),fBodyBodyGyroJerkMag-mean(),fBodyBodyGyroJerkMag-std()
25,WALKING_DOWNSTAIRS,0.2913296662,-0.0210170523,-0.107192377,-0.2537569343,-0.1405406039,-0.4579723819,0.9296275322,-0.0724270176,0.2187959584,-0.9644700667,-0.937816011,-0.9261916964,0.1106569294,-0.0195416627,-0.0113348792,-0.5019683879,-0.3716615224,-0.7114946955,0.0029911286,-0.1011150764,0.0980750249,-0.2888247546,-0.5233779147,-0.4437804545,-0.1279524454,-0.0415203346,-0.0642078122,-0.4301343876,-0.8104445424,-0.5994819979,-0.2201085946,-0.2594652499,-0.2201085946,-0.2594652499,-0.5004833314,-0.4829769298,-0.2160825656,-0.3821609214,-0.6647136252,-0.6796059514,-0.3722451929,-0.1963810537,-0.5560970891,-0.2130288743,-0.1668423756,-0.4494654417,-0.5257894507,-0.4156996438,-0.6868439593,-0.522153341,-0.3657198304,-0.7349900641,-0.2177997239,-0.6329163522,-0.4103114476,-0.3162521077,-0.470641125,-0.5067383067,-0.2881547875,-0.3594370801,-0.4716421116,-0.5022247681,-0.4857635821,-0.4237073297,-0.6870342812,-0.6930324091
25,WALKING_UPSTAIRS,0.2779954114,-0.0269863524,-0.1262104403,-0.4597756462,-0.2230868088,-0.2965239751,0.9276932395,-0.2176412825,0.1082309867,-0.9508784503,-0.9317582728,-0.8827223991,0.0740041436,0.0092551404,-0.0116906813,-0.6636427463,-0.6271312357,-0.8124583723,0.0556121923,-0.1094376581,0.0996227386,-0.4890117948,-0.4336733838,-0.5641956089,-0.1264811611,-0.0281452998,-0.0540452217,-0.6938549023,-0.8396991431,-0.7462682829,-0.3057721991,-0.4800066498,-0.3057721991,-0.4800066498,-0.6791608435,-0.6745130598,-0.3186346998,-0.3877541162,-0.7771060266,-0.8248833028,-0.5216498388,-0.3801508054,-0.542931828,-0.4379757869,-0.1999884286,-0.2372967413,-0.6682081565,-0.6408494249,-0.7932669712,-0.6902136258,-0.6380860102,-0.8305266366,-0.4761449988,-0.6185799134,-0.5751697157,-0.5001198315,-0.3493626875,-0.6011126122,-0.5279075615,-0.5361202932,-0.6547951106,-0.7034336926,-0.5671534698,-0.3866129929,-0.822403906,-0.8410610122
26,STANDING,0.2811270354,-0.0166608307,-0.1102377964,-0.9930693688,-0.9494661554,-0.9629884014,0.9654608916,-0.1403154218,0.0884142682,-0.9926787822,-0.9669864338,-0.9642284707,0.0753578208,0.0081732226,-0.0021949778,-0.990498355,-0.9759354854,-0.9866934486,-0.0245345838,-0.0731385763,0.0776706781,-0.9737851112,-0.9824081427,-0.9748913607,-0.1003559971,-0.0409011993,-0.0532541948,-0.9784724093,-0.9897669899,-0.9859925032,-0.9685116943,-0.9626972992,-0.9685116943,-0.9626972992,-0.9869852136,-0.982626253,-0.9686739555,-0.9626535855,-0.9885448253,-0.9842537924,-0.9919933723,-0.9584023178,-0.9732151553,-0.9937024084,-0.9478296774,-0.9600277955,-0.9905869822,-0.9762670586,-0.9845639212,-0.991275662,-0.9773549495,-0.9874280862,-0.9693642685,-0.9838859103,-0.9744593238,-0.9753216457,-0.9817408731,-0.977351005,-0.9706052504,-0.9639092993,-0.9828768895,-0.9811293127,-0.9723331086,-0.9629676058,-0.9857622555,-0.9833139961
26,SITTING,0.2582435302,-0.0071336454,-0.0974448692,-0.9797689879,-0.9407989655,-0.9500044141,0.7829556118,0.223105562,0.3143876274,-0.9650829256,-0.9492867008,-0.9445808638,0.0764443226,0.0069223896,-0.0078023798,-0.9922583953,-0.9862152156,-0.9900087105,-0.037021745,-0.0840648503,0.0711109472,-0.9910277005,-0.9734448138,-0.9664413381,-0.095984817,-0.0403070206,-0.0487627204,-0.9958825121,-0.9931398338,-0.991929789,-0.9530799941,-0.9336027834,-0.9530799941,-0.9336027834,-0.9908984358,-0.9899861117,-0.9540529459,-0.9647420223,-0.9944664463,-0.9940332071,-0.982579546,-0.9542994106,-0.9675191494,-0.9787551768,-0.937783539,-0.9447813403,-0.9920254274,-0.9858628864,-0.9879899829,-0.9932998605,-0.9877545887,-0.9906931144,-0.9901448823,-0.9817407933,-0.9704236937,-0.9913184364,-0.969488189,-0.9682666669,-0.9524110437,-0.9345876991,-0.9894819428,-0.9895212728,-0.97646387,-0.9636506523,-0.9939854476,-0.9942097697
26,LAYING,0.2716458645,-0.0191895728,-0.1050025403,-0.9694454453,-0.9832313518,-0.9845000132,-0.6213097153,0.8030150116,0.6145234059,-0.9444724886,-0.9878879953,-0.9840817089,0.0866502529,0.0124420034,-0.006147551,-0.9893158249,-0.9871828878,-0.9890646289,-0.017065624,-0.0903229229,0.1524363443,-0.9903281978,-0.9793256788,-0.9693022378,-0.1003686409,-0.039668272,-0.0711533356,-0.9926651549,-0.989063342,-0.9937598418,-0.9767850424,-0.9643551904,-0.9767850424,-0.9643551904,-0.9899706042,-0.9891019495,-0.9518635947,-0.965676822,-0.99219798,-0.9899173545,-0.9732622892,-0.9836640343,-0.9849231236,-0.9679718914,-0.9833170839,-0.9848544879,-0.9892240439,-0.9871150808,-0.9873082522,-0.990410107,-0.9882386486,-0.9893704908,-0.9883863249,-0.9831279993,-0.9701712196,-0.9909701196,-0.9774918434,-0.9717890467,-0.9692691141,-0.9665766317,-0.9891381845,-0.9879014633,-0.9743051796,-0.9661392187,-0.9904309141,-0.9896280122
26,WALKING,0.2792644437,-0.0154259587,-0.1089270115,-0.3401855276,-0.1363513916,-0.3334865025,0.9606477546,-0.1339221851,0.1087386995,-0.980055651,-0.9690403142,-0.9662315617,0.0652303741,0.0196712144,-0.0061830578,-0.3284528814,-0.2618635893,-0.3974835161,-0.0033408594,-0.0841507652,0.0851069248,-0.4928857114,-0.5757354478,-0.3545490595,-0.099411456,-0.0456538283,-0.0492240545,-0.4174386361,-0.5870001108,-0.4855430015,-0.2233991718,-0.4218483139,-0.2233991718,-0.4218483139,-0.2907580249,-0.2793507542,-0.3920920241,-0.5383292861,-0.5123988256,-0.6034686724,-0.3219595497,-0.1467021566,-0.3395396456,-0.3479979256,-0.1857258323,-0.3844453224,-0.3642267644,-0.2985319825,-0.3986731898,-0.3510659576,-0.2719521572,-0.3965304183,-0.3681129058,-0.5618277656,-0.3185168131,-0.5329996095,-0.5879396046,-0.4262320905,-0.3798367427,-0.5371839671,-0.2933583412,-0.2689484654,-0.5519276131,-0.6094662166,-0.6194610361,-0.6129303432
26,WALKING_DOWNSTAIRS,0.2792845828,-0.0126258097,-0.1064396194,0.1739538496,-0.0116299101,-0.284807676,0.9467972718,-0.0799003729,0.1539063202,-0.9627219918,-0.9354258554,-0.9330817682,0.1114707879,-0.0071316016,-0.0118911426,-0.1281116412,-0.0864049027,-0.3793359516,-0.0107522082,-0.1003822042,0.0822213996,-0.3313129145,-0.4734080504,-0.3320502392,-0.0992465275,-0.0372681097,-0.0510587409,-0.1708426766,-0.5471984382,-0.3589516378,0.1143793837,0.1470016791,0.1143793837,0.1470016791,-0.1488562664,-0.1113039563,-0.2353146228,-0.2961582917,-0.4187798104,-0.463140795,0.0228000961,-0.006237,-0.2796400557,0.2267838439,-0.0782837778,-0.3466485178,-0.2013680983,-0.1655523782,-0.3601146078,-0.1308258984,-0.0615370655,-0.3967016908,-0.1259181546,-0.44312621,-0.2213888254,-0.3981998635,-0.4975063388,-0.434482187,0.0751016847,0.0057494366,-0.1531720291,-0.067941076,-0.3345099466,-0.3929906531,-0.4722007526,-0.4894973794
26,WALKING_UPSTAIRS,0.2726913945,-0.0281633797,-0.1219434612,-0.1690069524,-0.0491726303,-0.4045969365,0.9420952571,-0.2461696562,-0.0019931057,-0.9620113922,-0.9378581578,-0.9296367976,0.0755645319,0.0020917168,-0.0117089275,-0.2908799659,-0.3997714738,-0.6779955855,-0.0247950826,-0.0657601804,0.0721458973,-0.550274396,-0.6030971105,-0.3090880546,-0.0975590199,-0.0386244097,-0.0595558393,-0.5158294173,-0.7252102909,-0.556390218,-0.1428744994,-0.1507071068,-0.1428744994,-0.1507071068,-0.4044638964,-0.3345313447,-0.3444270476,-0.5140324102,-0.6480998502,-0.6618296565,-0.2428207561,-0.1855283133,-0.4995027593,-0.1428438384,-0.0439473074,-0.4009022564,-0.3045405563,-0.419344696,-0.6397412649,-0.342075432,-0.4200557813,-0.7157268938,-0.4276865707,-0.6171125396,-0.3427039264,-0.590812298,-0.5982366398,-0.3620521831,-0.1675663834,-0.2742262273,-0.2949704709,-0.3937153522,-0.5560847782,-0.569632,-0.6735806627,-0.6698462945
27,STANDING,0.2795669216,-0.0165932364,-0.107835818,-0.9919515835,-0.955171419,-0.9624084449,0.965351492,-0.1885048474,-0.0055741688,-0.9940121629,-0.9796410523,-0.9681699536,0.0749699808,0.0122433312,-0.001379503,-0.987628362,-0.975829725,-0.987354788,-0.0267316539,-0.0675071201,0.0716841463,-0.9699020075,-0.9824989911,-0.981281807,-0.0987605079,-0.0417471753,-0.051403919,-0.9826424495,-0.9907980079,-0.9889703575,-0.9727532874,-0.9663601145,-0.9727532874,-0.9663601145,-0.9853476201,-0.9841590898,-0.9687029566,-0.965693334,-0.9895321039,-0.988819784,-0.9901218123,-0.9613561411,-0.9741462453,-0.9928758253,-0.9543816064,-0.9589247941,-0.9877717494,-0.97586868,-0.9851113755,-0.98860681,-0.977605582,-0.9882082623,-0.9701496289,-0.983731873,-0.9808624931,-0.9702218364,-0.9818577573,-0.9831050489,-0.9731861824,-0.9675291051,-0.984151646,-0.9830222776,-0.9755255656,-0.9654001703,-0.9894184828,-0.988579092
27,SITTING,0.2739413026,-0.0155269799,-0.1055219126,-0.9885801077,-0.9715791257,-0.9658587351,0.839464714,0.2129470214,0.276417431,-0.982445738,-0.9825533366,-0.967268066,0.0779038964,0.0046707242,-0.0061128543,-0.9906580979,-0.9850974707,-0.9889040016,-0.0371830822,-0.0797345645,0.0833752812,-0.9884924251,-0.9820674651,-0.9757133101,-0.0951635808,-0.0396410809,-0.0503883556,-0.9936403183,-0.9922264421,-0.9917667876,-0.9794816689,-0.9695266747,-0.9794816689,-0.9695266747,-0.9894671783,-0.9892005396,-0.963565474,-0.9707821327,-0.9940347107,-0.9921128296,-0.9886821084,-0.9740578556,-0.974665817,-0.9886591964,-0.9712660627,-0.9632206726,-0.9908396074,-0.9852385837,-0.9870877211,-0.9912922707,-0.986083114,-0.9892825169,-0.9872079047,-0.9841411191,-0.9768481343,-0.9889846184,-0.9810376903,-0.9775955191,-0.9747664667,-0.9708852969,-0.9887732694,-0.9885316511,-0.9794828209,-0.9705282663,-0.9923902643,-0.9919677763
27,LAYING,0.2741024924,-0.0179867611,-0.1076997328,-0.9784551531,-0.9837360438,-0.9866369961,-0.5304346049,0.5678794941,0.8453923803,-0.9711838627,-0.993701743,-0.9890563114,0.0766268551,0.0126491089,-0.0006855493,-0.9864718993,-0.9851594618,-0.9896851466,-0.0195427329,-0.0957839567,0.1187383608,-0.9888372122,-0.9842874753,-0.9783749997,-0.1011476953,-0.0362186161,-0.064279785,-0.9935037208,-0.9930258773,-0.9932967205,-0.9820916522,-0.9789201762,-0.9820916522,-0.9789201762,-0.9883727736,-0.9885867714,-0.9669175945,-0.9719157328,-0.9943550438,-0.9934843132,-0.9806318469,-0.9829159519,-0.9873565899,-0.9776157026,-0.984269088,-0.986582388,-0.9866795726,-0.9852572773,-0.9880331291,-0.9874774654,-0.9861160088,-0.9899011699,-0.9870285391,-0.9867958373,-0.9792020192,-0.9893823289,-0.9830523185,-0.9800964381,-0.9813890177,-0.9802963391,-0.9880989026,-0.9881748596,-0.979890668,-0.9718062368,-0.9935637786,-0.9935522993
27,WALKING,0.2768494854,-0.0166478783,-0.1128222893,-0.3484755605,-0.187301215,-0.2973182735,0.9447592874,-0.1874970346,-0.1262109373,-0.9798661368,-0.9737929998,-0.9565934905,0.0684331972,0.0016123029,-0.0207523272,-0.3161840216,-0.1040904592,-0.4011885398,-0.0855883571,-0.0365348164,0.1182677502,-0.6068602486,-0.5298650579,-0.2501204093,-0.0786163509,-0.0476974405,-0.0650247553,-0.5232568793,-0.6341055028,-0.4263469626,-0.2388538753,-0.407355787,-0.2388538753,-0.407355787,-0.2305005493,-0.2661389404,-0.3966387537,-0.4824523558,-0.5625871995,-0.6187186286,-0.3087023744,-0.1367835412,-0.3123725954,-0.3652563493,-0.2677415502,-0.3455152172,-0.3454827368,-0.1947673624,-0.3826170916,-0.3466104133,-0.0655179028,-0.4179579939,-0.4980179353,-0.5347242314,-0.3181823798,-0.6423491256,-0.5309438384,-0.2978475123,-0.3272294058,-0.5503926049,-0.2599340132,-0.279732022,-0.519451704,-0.5468881465,-0.6232881996,-0.6392423842
27,WALKING_DOWNSTAIRS,0.2975441875,-0.0135564467,-0.1128376947,0.1674075311,-0.097971003,-0.2400407833,0.9313801786,-0.1669387748,-0.1400476141,-0.946975165,-0.9349639932,-0.9209215216,0.093627322,0.0159869469,-0.0098503475,-0.0035833888,-0.1385281041,-0.4093109184,-0.1598265519,-0.0163131591,0.1526950276,-0.3637229084,-0.481813368,-0.2578461574,-0.0515814754,-0.0642023574,-0.0621043701,-0.4938376134,-0.4594592957,-0.3072682623,0.1080713829,0.1211762779,0.1080713829,0.1211762779,-0.1154212106,-0.0386367423,-0.1647832065,-0.3079520898,-0.4405465861,-0.4658075335,0.0829831545,-0.0626729573,-0.2416003611,0.1949127166,-0.1756470648,-0.3030907019,-0.0437826263,-0.1709752706,-0.3436263963,-0.0522811342,-0.1632439784,-0.474755492,-0.2966286115,-0.4021328106,-0.1449049041,-0.3909684364,-0.5430332466,-0.3678160466,0.1498164592,-0.0712120044,0.010857564,-0.113625945,-0.3591137248,-0.3979841956,-0.4677777688,-0.5028313735
27,WALKING_UPSTAIRS,0.2657702539,-0.0200953324,-0.1235304382,-0.2954395473,-0.0950104077,-0.2307078767,0.8680002786,-0.2292786596,-0.2946426402,-0.9564338747,-0.9477133786,-0.9266753812,0.0734763532,-0.0140229374,0.0067467911,-0.4680661894,-0.4268334994,-0.6337229351,-0.0940344887,0.0021249939,0.1401298558,-0.5624610047,-0.5879668006,-0.1699607852,-0.0937518711,-0.050923522,-0.0629013723,-0.6957749476,-0.7111484382,-0.6768764694,-0.160589356,-0.3799487863,-0.160589356,-0.3799487863,-0.4790674222,-0.4646105671,-0.2861457196,-0.5017754264,-0.6998950908,-0.7246711655,-0.4176074012,-0.2496885178,-0.4188863951,-0.2535040657,-0.0794059823,-0.197338871,-0.5031138563,-0.4424656125,-0.6085442416,-0.4789233725,-0.4501164312,-0.6571394208,-0.5443692294,-0.5940925796,-0.4005284555,-0.5742542817,-0.5878694743,-0.1835086966,-0.3939289371,-0.4687077345,-0.4607702778,-0.4730115588,-0.6076677302,-0.5233359754,-0.7191798037,-0.7517143129
28,STANDING,0.2777950691,-0.0172635125,-0.1065793852,-0.9777486386,-0.8756892168,-0.9051238242,0.9485148485,-0.2476561666,-0.0385830502,-0.9900594266,-0.9628014419,-0.9517821815,0.0753131602,0.0090736322,-0.0026781008,-0.9686045596,-0.9337681751,-0.969765362,-0.0253281544,-0.0739001647,0.0865173111,-0.8840322324,-0.9400063201,-0.9254914429,-0.1022484091,-0.0431364663,-0.0525896252,-0.9283433977,-0.9729770067,-0.9564971637,-0.9254716516,-0.9176583342,-0.9254716516,-0.9176583342,-0.9595519875,-0.9540683915,-0.8942424696,-0.8769175457,-0.9596810191,-0.9562664801,-0.9725198016,-0.8934303927,-0.9345030285,-0.98026749,-0.8744692656,-0.8976008009,-0.9685137152,-0.9351689784,-0.9647512387,-0.9716727967,-0.9369912803,-0.9735720519,-0.8804261032,-0.9481607853,-0.9266551924,-0.8867067682,-0.9361016091,-0.932039083,-0.9291464794,-0.9238571582,-0.9527277652,-0.9549631553,-0.9096524363,-0.878459662,-0.9587585768,-0.9559834246
28,SITTING,0.2769776294,-0.0185404441,-0.1115179396,-0.9832728068,-0.9399052449,-0.9366672457,0.9073313092,-0.1125967284,0.1354025668,-0.9891324996,-0.9717663524,-0.9560876796,0.0768671622,0.0148338233,0.000257854,-0.9762866794,-0.9622194528,-0.9763274267,-0.033901803,-0.0673943851,0.0870254014,-0.9796719835,-0.956316506,-0.9566328025,-0.0953935056,-0.0408007786,-0.0579015362,-0.9821556626,-0.9807138686,-0.9710016914,-0.9557897086,-0.9477827033,-0.9557897086,-0.9477827033,-0.9732743668,-0.9703016461,-0.9551755671,-0.951065984,-0.9812131593,-0.9784419183,-0.9798201426,-0.9463516504,-0.9522267867,-0.9849567086,-0.9398854783,-0.9330454775,-0.9768918046,-0.9630542471,-0.9729395519,-0.9777867822,-0.9639904263,-0.9783277694,-0.9737243264,-0.9631176336,-0.954180279,-0.9816151413,-0.9532070172,-0.9615610361,-0.953928124,-0.9522814244,-0.9691786867,-0.9708233364,-0.960297525,-0.9535342926,-0.9794658689,-0.97839537
28,LAYING,0.2759134825,-0.0167537858,-0.108344853,-0.9688882955,-0.9453867804,-0.9564503429,-0.4903345419,0.1440732745,0.0157570025,-0.9705990894,-0.9697590285,-0.9791246658,0.0780770644,0.0059399233,0.0060097194,-0.9801647165,-0.9786795398,-0.9730716559,-0.0173677057,-0.0974487337,0.0935791232,-0.9551622798,-0.9600574636,-0.9623749118,-0.104511627,-0.035601005,-0.0534501915,-0.9608029485,-0.9803997823,-0.981418916,-0.9581122303,-0.9545740295,-0.9581122303,-0.9545740295,-0.9784553419,-0.9733126479,-0.9371069213,-0.9289409134,-0.9782202706,-0.9697732773,-0.9739308675,-0.958436369,-0.9611156724,-0.9673248639,-0.9420039778,-0.9567709049,-0.980013419,-0.9780948274,-0.9702515654,-0.9822059013,-0.981117467,-0.9745308431,-0.9468042346,-0.9658244555,-0.9611648449,-0.958092114,-0.9575529881,-0.966312024,-0.9610355876,-0.9575640188,-0.9734362485,-0.9723361286,-0.9442183694,-0.9316750041,-0.9718305824,-0.9693198213
28,WALKING,0.2812282239,-0.0156759723,-0.1037147054,-0.2930035222,-0.1178861864,-0.3009283959,0.9429302756,-0.2293161515,-0.1259128612,-0.9766939026,-0.9687808598,-0.9442250319,0.0931122232,0.0226486603,-0.007629152,-0.3357001843,-0.2201231209,-0.5374704717,-0.1058962079,-0.0172822168,0.1160659109,-0.5037986241,-0.4976840067,-0.2426013846,-0.0929746713,-0.051539445,-0.059355248,-0.3994170828,-0.6390185544,-0.4409278993,-0.1806660203,-0.39269402,-0.1806660203,-0.39269402,-0.2992233594,-0.3904497243,-0.3107759458,-0.4605116613,-0.5462487585,-0.5798611943,-0.280062183,-0.127912276,-0.3563376385,-0.2988324231,-0.1687890195,-0.3260461959,-0.3626019804,-0.2945483448,-0.4987544911,-0.3671164165,-0.1917575036,-0.5745797485,-0.3746810717,-0.5046817396,-0.255029045,-0.5454802178,-0.4974707394,-0.3082433904,-0.3521568417,-0.5115736706,-0.3608114563,-0.4362730098,-0.5146024248,-0.5168115741,-0.5959651037,-0.5890717306
28,WALKING_DOWNSTAIRS,0.2936420765,-0.0220230466,-0.1085889741,0.1257128879,0.1564966465,-0.3410318115,0.9292916804,-0.2358971052,-0.1214772558,-0.9569215424,-0.9484042122,-0.91705975,0.0972653458,0.0143450903,0.0012395014,-0.0167652228,0.0265530134,-0.4270532613,-0.1410963095,0.0071056429,0.1386224256,-0.268106331,-0.2593686868,-0.3070250063,-0.0266492978,-0.0570410865,-0.0776173931,-0.1639448973,-0.4245678785,-0.3362127341,0.1043592166,0.1354655639,0.1043592166,0.1354655639,-0.0707560279,-0.041887261,-0.068246324,-0.2244841447,-0.3404173056,-0.4071323354,0.0890721752,0.1864417339,-0.3081616342,0.1377970828,0.0653011998,-0.416940283,-0.0268676982,-0.012703972,-0.3652874347,-0.0980112294,-0.0017539195,-0.4884883517,-0.0299969963,-0.2171001576,-0.1843923371,-0.3454533461,-0.2931083646,-0.4165058863,0.1888400077,-0.0740585977,-0.0128823827,-0.0883598524,-0.2233547939,-0.3629038367,-0.3967207143,-0.4647222443
28,WALKING_UPSTAIRS,0.2620058418,-0.0279443943,-0.1215140257,-0.2420624303,-0.146753877,-0.2859869137,0.8545082318,-0.3332239967,-0.2652078584,-0.9446978002,-0.9276410878,-0.9005140133,0.0706831871,0.0222985408,0.0074908166,-0.3126716559,-0.3316024074,-0.6374889412,-0.1293629708,0.0212250958,0.1037209877,-0.5188182278,-0.4793195214,-0.1893068128,-0.0805680555,-0.0492552129,-0.0752610437,-0.4942829135,-0.690571102,-0.6035682641,-0.186240504,-0.2119286665,-0.186240504,-0.2119286665,-0.3880862482,-0.3253623382,-0.2634152827,-0.4769233447,-0.6202797976,-0.6701321208,-0.2661013434,-0.1905890691,-0.4017329392,-0.2337266439,-0.1785549811,-0.2816851596,-0.31886673,-0.3580093733,-0.5878135653,-0.37027368,-0.3490265676,-0.6879076337,-0.4036362839,-0.5220665008,-0.3182109995,-0.5563834106,-0.4599893157,-0.2262433751,-0.2135193648,-0.3346261688,-0.2944334157,-0.3744959076,-0.5348354096,-0.5281870169,-0.6625058194,-0.7048527575
29,STANDING,0.2779650658,-0.0172605869,-0.1086590675,-0.9960686354,-0.9692957211,-0.9802074889,0.974508732,-0.0584871536,0.031614585,-0.9967642274,-0.9851340323,-0.9844645435,0.075305253,0.0115104979,0.000332895,-0.9936528206,-0.9833381578,-0.9905938597,-0.0276075573,-0.0721060679,0.0827583768,-0.9779948198,-0.9903648763,-0.9833686432,-0.0988701506,-0.0405110578,-0.0544926306,-0.9832930617,-0.9955331131,-0.9906857054,-0.9847453189,-0.9817457129,-0.9847453189,-0.9817457129,-0.9907854195,-0.9904956895,-0.9806573405,-0.9753586654,-0.9921446989,-0.9914536322,-0.9950240397,-0.9733457705,-0.9840960248,-0.9966045703,-0.9682785531,-0.9788029737,-0.993736906,-0.9831949806,-0.9885415794,-0.9941234235,-0.9847827823,-0.9913163746,-0.9744854495,-0.991586674,-0.9836547145,-0.9791625649,-0.9896437212,-0.9847142265,-0.9845480948,-0.982247716,-0.9897938926,-0.9903279346,-0.9808797229,-0.9759387288,-0.991672052,-0.9915167783
29,SITTING,0.2771799775,-0.0166306804,-0.1104118192,-0.9907450195,-0.9632224978,-0.9680638782,0.8915637552,0.1556594569,0.2862560637,-0.9846791518,-0.9736042898,-0.9660320453,0.0745438103,0.005985314,0.003167701,-0.9935255603,-0.9840551,-0.990168733,-0.0379271112,-0.0755797672,0.0580495969,-0.9901787048,-0.9883340197,-0.9712279917,-0.0953636996,-0.0400018435,-0.0470008977,-0.9933220295,-0.9953191647,-0.9928337675,-0.9780170218,-0.9692903165,-0.9780170218,-0.9692903165,-0.9907198077,-0.9905317293,-0.9623773322,-0.9715780247,-0.9953923082,-0.994905344,-0.9910939637,-0.9696095017,-0.9756230308,-0.990617521,-0.9616939493,-0.9658009743,-0.9934457602,-0.983883193,-0.988470241,-0.9942201755,-0.9854933188,-0.9904458617,-0.988393569,-0.9903292453,-0.9739335945,-0.9907277552,-0.9872598087,-0.9729125172,-0.9733465318,-0.9712180198,-0.9900937038,-0.9898229093,-0.9802694258,-0.971011373,-0.995063049,-0.994742028
29,LAYING,0.2872951968,-0.0171965484,-0.1094620682,-0.9842195555,-0.9902409467,-0.9872551499,-0.3467898428,0.8075353735,0.5904522241,-0.9729398899,-0.9942476488,-0.9857781783,0.0718861196,0.011691206,0.0024154278,-0.9920059894,-0.9895135657,-0.9932883133,-0.0258281005,-0.0761814357,0.1274119717,-0.9942765913,-0.9927509578,-0.9749946194,-0.0995339881,-0.0386768295,-0.0674469666,-0.9965425406,-0.9970815757,-0.9953807946,-0.9864931967,-0.9815721477,-0.9864931967,-0.9815721477,-0.9927253678,-0.9946469168,-0.971923623,-0.977040093,-0.9973225268,-0.9976660716,-0.9866269993,-0.9890343041,-0.9894739267,-0.9834323091,-0.9906803954,-0.9863787761,-0.992153982,-0.9893988239,-0.9920184478,-0.9925434783,-0.9904680828,-0.9931077599,-0.9931226088,-0.9936963365,-0.9761843226,-0.9946521852,-0.9922407857,-0.9768589645,-0.9868006454,-0.9815997836,-0.9939982758,-0.9943666677,-0.9840013417,-0.9766790462,-0.9976173893,-0.9975852306
29,WALKING,0.2719999168,-0.0162915601,-0.1066324273,-0.1743379402,-0.0917540613,-0.2428280383,0.9623743851,-0.1273180787,0.0955792142,-0.9782535389,-0.9752728481,-0.9459814372,0.0853743349,0.0223870454,0.009415473,-0.2214335428,-0.0871746445,-0.4617580098,-0.0079566817,-0.0819601532,0.0856852236,-0.5988686709,-0.1818026366,-0.4302324411,-0.1068883032,-0.0479898124,-0.0392368987,-0.3959096215,-0.5879442985,-0.5041300887,-0.0955213394,-0.2626950636,-0.0955213394,-0.2626950636,-0.2402316774,-0.1330362736,-0.2805732675,-0.3588140966,-0.5062421181,-0.6122229372,-0.1358195058,-0.0349642325,-0.2797348394,-0.1903559768,-0.1820685396,-0.283348101,-0.2104698872,-0.0880213408,-0.394877827,-0.3073366698,-0.1550206608,-0.5290348972,-0.4314900485,-0.3622323162,-0.3972774955,-0.6543135591,-0.0941359695,-0.494117483,-0.2356833056,-0.3932575055,-0.1089782065,-0.1695064992,-0.4168178534,-0.4291568306,-0.6285011158,-0.6186677226
