Subject,Activity,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tGravityAcc-std()-X,tGravityAcc-std()-Y,tGravityAcc-std()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyAccJerk-std()-X,tBodyAccJerk-std()-Y,tBodyAccJerk-std()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyGyroJerk-std()-X,tBodyGyroJerk-std()-Y,tBodyGyroJerk-std()-Z,tBodyAccMag-mean(),tBodyAccMag-std(),tGravityAccMag-mean(),tGravityAccMag-std(),tBodyAccJerkMag-mean(),tBodyAccJerkMag-std(),tBodyGyroMag-mean(),tBodyGyroMag-std(),tBodyGyroJerkMag-mean(),tBodyGyroJerkMag-std(),fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAcc-std()-X,fBodyAcc-std()-Y,fBodyAcc-std()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyAccJerk-std()-X,fBodyAccJerk-std()-Y,fBodyAccJerk-std()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyGyro-std()-X,fBodyGyro-std()-Y,fBodyGyro-std()-Z,fBodyAccMag-mean(),fBodyAccMag-std(),fBodyBodyAccJerkMag-mean(),fBodyBodyAccJerkMag-std(),fBodyBodyGyroMag-mean(),fBodyBodyGyroMag-std(),fBodyBodyGyroJerkMag-mean(),fBodyBodyGyroJerkMag-std()
6,WALKING_DOWNSTAIRS,0.2770452581,-0.0195368401,-0.1072093562,0.3836816398,0.3601649588,-0.3202042325,0.9285314552,-0.2140463344,-0.003079817,-0.9544062675,-0.9335776013,-0.9343787665,0.1036813437,0.0098768581,-0.0093247062,0.1652710709,0.2765440295,-0.3368173223,-0.0960837438,-0.0341782209,0.0870012595,-0.1983038533,-0.18922957,-0.094079793,-0.0256452232,-0.0768089916,-0.037222865,0.0393387961,-0.1935084055,0.193206499,0.3337547315,0.3736119142,0.3337547315,0.3736119142,0.1038450723,0.2095021744,0.0142677822,-0.0426276751,-0.0829366854,-0.1112284162,0.328308506,0.3397711738,-0.2776025909,0.4033697667,0.2832478376,-0.4060143105,0.1365549913,0.1372024523,-0.2830862051,0.0886515099,0.3412423926,-0.3890570471,0.0633716053,-0.1303274658,0.1528452494,-0.2867249146,-0.2354709762,-0.2756672628,0.3959580346,0.1446227571,0.2438342588,0.1548088614,-0.0143735434,-0.2423538573,-0.1327053844,-0.1457335455
6,WALKING_UPSTAIRS,0.2682293551,-0.0272425385,-0.1220824388,-0.0501350189,0.1892761173,-0.3535195149,0.9136322416,-0.3407326088,-0.0184608964,-0.9593994251,-0.9129006831,-0.9061963522,0.07210675,0.0037134342,-0.0023781658,-0.1803011561,-0.0413994647,-0.5608306882,-0.0767406826,-0.0518981989,0.0664234026,-0.3219737236,-0.3157999016,-0.1839001817,-0.0652024492,-0.0457705355,-0.0576800048,-0.1867632937,-0.486494121,-0.1708147908,0.0177790974,-0.0791508842,0.0177790974,-0.0791508842,-0.2073797993,-0.169970363,-0.1291212442,-0.1998937102,-0.3428953679,-0.4400798513,-0.1310753728,0.09780351,-0.4272480997,-0.0211335627,0.1591237772,-0.3658741845,-0.24481277,-0.1229915943,-0.5493146159,-0.1868150742,-0.016981141,-0.5716739571,-0.1150650082,-0.3296537796,-0.046414211,-0.390248128,-0.3136185715,-0.3099980851,-0.0819479396,-0.2221614337,-0.1698682345,-0.1777348409,-0.2306270151,-0.3181738925,-0.4592363338,-0.455937719
7,STANDING,0.2827235394,-0.0145740341,-0.0997778303,-0.9793075704,-0.9234009219,-0.9170641685,0.9587286879,-0.1176070489,-0.0516573721,-0.987917504,-0.9661629987,-0.9391610147,0.0751915113,0.0069470035,-0.0108420294,-0.9764035447,-0.9658106096,-0.9720600532,-0.0291582213,-0.0774336443,0.0851045001,-0.9452476874,-0.9496469468,-0.9516307774,-0.0901539662,-0.0412797612,-0.0545390015,-0.9659833975,-0.9768377574,-0.9781667909,-0.9427246592,-0.9335901568,-0.9427246592,-0.9335901568,-0.9733813062,-0.968566356,-0.9434255645,-0.9184389589,-0.977377083,-0.97210793,-0.9766818343,-0.9418837838,-0.9385505198,-0.980541336,-0.919118753,-0.9123588138,-0.9763230862,-0.967165093,-0.968229643,-0.9787290828,-0.9668502902,-0.9745337108,-0.9381216377,-0.9575486713,-0.9571650562,-0.9478919862,-0.9458181577,-0.9543394064,-0.9456114504,-0.9372879651,-0.9674178883,-0.9690921619,-0.9387049849,-0.9198481391,-0.9736711687,-0.9718994183
7,SITTING,0.2846746373,-0.0146109758,-0.1224645976,-0.9726683746,-0.9094546985,-0.8565329414,0.9691478244,0.0060884665,0.064963625,-0.9570824333,-0.9454362646,-0.8686025354,0.0668519793,0.0116863419,0.0162004142,-0.9821580981,-0.9694586765,-0.9722564727,-0.049637972,-0.0336119647,0.0259476655,-0.9418709533,-0.9441243365,-0.9370212085,-0.0938155625,-0.0396444885,-0.0454566269,-0.9743690456,-0.9810246806,-0.9809546654,-0.9184321071,-0.8819576198,-0.9184321071,-0.8819576198,-0.9765596765,-0.9702432742,-0.897870535,-0.8980633144,-0.9816651223,-0.9762144302,-0.9726971269,-0.9314906338,-0.9046753379,-0.972879966,-0.9046291958,-0.8440830529,-0.982037244,-0.9694236129,-0.9685035048,-0.9840263444,-0.9718149802,-0.9746991944,-0.9436317575,-0.956678065,-0.9474199325,-0.9427264225,-0.93824472,-0.9398260181,-0.9089567763,-0.8869156383,-0.9709541842,-0.9684948675,-0.9330819552,-0.8958049781,-0.9786349915,-0.9749659388
7,LAYING,0.250176694,-0.0204411517,-0.1013610366,-0.93651361,-0.9262626687,-0.952978366,-0.5028142506,0.3934442781,0.9075378235,-0.9142212701,-0.9555435492,-0.9619089844,0.0968904018,0.0250624184,-0.0131653918,-0.9809777562,-0.9730931602,-0.9729830642,-0.0028264191,-0.1336056951,0.1559200298,-0.9601268225,-0.9450719354,-0.9552948906,-0.1059442435,-0.0358897426,-0.0671901795,-0.9738372325,-0.9764837273,-0.9888718783,-0.9363920238,-0.9070395132,-0.9363920238,-0.9070395132,-0.9801272396,-0.9673109323,-0.9157936348,-0.918662459,-0.983008829,-0.9712051379,-0.9534242456,-0.9421939538,-0.9586116446,-0.9311205806,-0.9229179023,-0.9533806463,-0.9803930469,-0.9725316488,-0.9695249777,-0.9835601754,-0.975886145,-0.9750729952,-0.9536845477,-0.9575702077,-0.956905311,-0.9623482544,-0.9397278737,-0.9588764125,-0.9279768806,-0.9105424629,-0.9680662592,-0.9653592281,-0.9411307192,-0.9188925187,-0.9741179121,-0.9694030354
7,WALKING,0.2755929618,-0.0186536653,-0.1109122349,-0.3272432407,-0.0772618561,0.1596312833,0.9325664723,-0.1590970037,-0.160846924,-0.9798512714,-0.9694041551,-0.9521597705,0.0901462649,0.0184322723,-0.0210398552,-0.3460262261,-0.0547448948,-0.1494885144,0.0022883521,-0.0837113725,0.0641104602,-0.503313517,-0.2310983055,-0.3960135353,-0.1236541998,-0.044776603,-0.0495713093,-0.2116672968,-0.1741364107,-0.4583029714,-0.0978090439,-0.1985547084,-0.0978090439,-0.1985547084,-0.1929489004,-0.0275573293,-0.3059593514,-0.198283167,-0.30002278,-0.0953401161,-0.3430484058,-0.0641564203,0.0385832252,-0.3220349081,-0.1437218233,0.1333168281,-0.3837157977,-0.1231928874,-0.1064903729,-0.3653147909,-0.0431917461,-0.1907515392,-0.3183951047,-0.1519666874,-0.3667336179,-0.5636152567,-0.290859379,-0.4632700182,-0.1512436496,-0.3517067805,-0.0384187299,-0.022138358,-0.1929097655,-0.3438949149,-0.1553398559,-0.0841663774
7,WALKING_DOWNSTAIRS,0.28030708,-0.0166332373,-0.0969383086,0.0660815601,-0.1381790727,-0.0636402448,0.9306236328,-0.1298716731,-0.1549355385,-0.964875963,-0.9526786936,-0.9287564689,0.0968926185,-0.0191061075,-0.0160390393,0.0285033927,-0.2962796748,-0.347107758,-0.105409613,-0.0497174606,0.116894769,-0.407744096,-0.2926261361,-0.4010514155,-0.0597273513,-0.0381904276,-0.0789469343,-0.5107310183,-0.2995202052,-0.4252003716,0.0198795286,0.2145440281,0.0198795286,0.2145440281,-0.1703196194,0.0901836281,-0.1887408189,-0.2597516034,-0.3992299591,-0.2947786769,0.0443428315,-0.1453023114,-0.1392162221,0.0730110798,-0.1901871413,-0.1001214925,-0.0305226686,-0.3162365103,-0.2964949028,-0.0042628914,-0.3243785603,-0.3977745035,-0.33930147,-0.2144430729,-0.2996002677,-0.4327309744,-0.3517177432,-0.4951200532,0.2189110662,0.0214440977,0.0673898861,0.1078568403,-0.2550450574,-0.3969096517,-0.2890966772,-0.3535446957
7,WALKING_UPSTAIRS,0.2487069231,-0.0275639006,-0.1437696888,-0.2948729745,-0.3261600225,-0.1456650256,0.81874656,-0.2409509441,-0.4035997096,-0.9328230533,-0.9397742555,-0.8816759096,0.0724649939,-0.0008123871,-7.4519666666666E-005,-0.4151531159,-0.5198975957,-0.6078084363,-0.138778108,-0.0024716197,0.1392170715,-0.3638532369,-0.5729968208,-0.3489800514,-0.0856640867,-0.0482219105,-0.0724517478,-0.6168126592,-0.6712437396,-0.6821841757,-0.198074438,-0.3347446075,-0.198074438,-0.3347446075,-0.4586952324,-0.471265711,-0.2390991656,-0.4181448522,-0.661969772,-0.6764280725,-0.3361994265,-0.3815905231,-0.3174610214,-0.2798700862,-0.3410255529,-0.1249122694,-0.454647882,-0.53707567,-0.5817645269,-0.4269740257,-0.5341913025,-0.6319196088,-0.3838893427,-0.5679202665,-0.4081502667,-0.3686369615,-0.5799646147,-0.3930628906,-0.3786187616,-0.4153071067,-0.4547832475,-0.4974413631,-0.5339829459,-0.4449944819,-0.673327282,-0.7040909678
8,STANDING,0.2796209861,-0.0148113067,-0.1061149968,-0.9888154181,-0.9384794291,-0.9260652552,0.9576699211,-0.0904603488,-0.0979392025,-0.9876902172,-0.9589041141,-0.9182939137,0.0753739045,0.0081495173,0.0032215327,-0.9891988798,-0.9764421407,-0.9826108993,-0.0219671978,-0.0280117634,0.063688907,-0.9729903798,-0.9694210456,-0.9741183224,-0.097757576,-0.0485190684,-0.0478483226,-0.9815730857,-0.9855087652,-0.9892709007,-0.9537628841,-0.9371871852,-0.9537628841,-0.9371871852,-0.9849207978,-0.9799322391,-0.9528484969,-0.9532247896,-0.9875805878,-0.9824603322,-0.9882198622,-0.9500491,-0.9503629356,-0.9891837496,-0.9362317228,-0.9197449639,-0.9890292385,-0.976177675,-0.9794771933,-0.9904140869,-0.97858173,-0.9844657444,-0.9696774359,-0.972595487,-0.9755122767,-0.9742009976,-0.9680554959,-0.9759764561,-0.9537460707,-0.9386281863,-0.979745872,-0.9791354409,-0.9645642241,-0.9541198263,-0.9837092333,-0.9818323363
8,SITTING,0.2674914729,-0.0067255062,-0.1044610491,-0.9790261524,-0.927331997,-0.9395530302,0.832453878,0.2400951171,0.2638951855,-0.9667579672,-0.9374623014,-0.9354753315,0.0786713761,-0.0065751631,-0.010680892,-0.9851887537,-0.9807846061,-0.9852858072,-0.0547396987,-0.0955089237,0.071604881,-0.9845240528,-0.9715006967,-0.9596235485,-0.092315025,-0.0402673771,-0.044573224,-0.9932646474,-0.9888762767,-0.9852414054,-0.9521397043,-0.9299436156,-0.9521397043,-0.9299436156,-0.9860615122,-0.9806673774,-0.9326822433,-0.9530016322,-0.991807428,-0.9867566709,-0.9811429098,-0.9442197183,-0.9594362759,-0.9782567307,-0.9238299693,-0.9338898465,-0.9849772707,-0.9802211046,-0.9829953111,-0.9869136107,-0.9830387835,-0.9861853493,-0.9822003098,-0.97658989,-0.961798677,-0.9853393015,-0.9689244333,-0.9626322539,-0.9479817835,-0.93172124,-0.9809322924,-0.9793202117,-0.9658067893,-0.9532511565,-0.9877306041,-0.9861472626
8,LAYING,0.2612542829,-0.0212281734,-0.1022453656,-0.9430412154,-0.93489116,-0.9324914544,-0.4059300361,0.5899224348,0.7198315393,-0.9188731923,-0.9579900365,-0.9418362634,0.0878326903,0.0233299159,-0.0169218791,-0.9732530422,-0.976520952,-0.9660875746,0.0053536121,-0.0891374139,0.1381883074,-0.9652040176,-0.9520393857,-0.9675897546,-0.1064450083,-0.0389735199,-0.0694123151,-0.9699240774,-0.9741864519,-0.9876012037,-0.9353086339,-0.91325033,-0.9353086339,-0.91325033,-0.9731474896,-0.9629545172,-0.9242533485,-0.9324707644,-0.9784381913,-0.9690291117,-0.9535385639,-0.9518166637,-0.9442695141,-0.9401252983,-0.931236757,-0.9311464975,-0.9731105961,-0.9758774374,-0.9621111367,-0.9759599115,-0.9791708817,-0.968699223,-0.9579038861,-0.9574111602,-0.9674612391,-0.9678463607,-0.9503164709,-0.9706719665,-0.9322796455,-0.9172579794,-0.9617928524,-0.9637910943,-0.9445289506,-0.93678697,-0.9684039459,-0.9717932798
8,WALKING,0.27468631,-0.0186628865,-0.1072520908,-0.173605736,0.3807820527,-0.1420885318,0.9135863479,-0.2171021946,-0.186267837,-0.9747520502,-0.9567815056,-0.9566401048,0.0703393491,-0.0060394751,-0.0006737989,-0.2586886278,0.2339875445,-0.3832005965,0.0235088228,-0.0957917905,0.0509657915,-0.1992097184,-0.2119972775,-0.0754447842,-0.1358864314,-0.0314880906,-0.0522683965,-0.2460827504,-0.4280557002,-0.3884469717,0.0516786278,-0.1804072826,0.0516786278,-0.1804072826,-0.066832243,-0.184571054,-0.0031024382,-0.238746704,-0.3391292696,-0.5029572554,-0.2473890119,0.3169823933,-0.2386345948,-0.1483868589,0.3248449313,-0.158437342,-0.311198711,0.0796832872,-0.3615632621,-0.2714481853,0.3158835365,-0.4044825094,-0.1020630538,-0.2597296923,-0.1329021995,-0.2342520059,-0.1908057215,-0.1429742348,-0.0952172827,-0.3608189785,-0.1238344098,-0.2764361301,-0.3012418486,-0.3274595779,-0.4730262308,-0.5812401908
8,WALKING_DOWNSTAIRS,0.2834840892,-0.0211058675,-0.1075981354,0.0241393474,0.3438262731,0.1337170395,0.9140234984,-0.1876102434,-0.141817935,-0.9457665616,-0.9415809345,-0.8971900126,0.1189380883,-0.0380193846,-0.0394356158,0.2501437245,0.2881407188,-0.0135136269,-0.121189626,-0.0500760173,0.1141438552,-0.2584308855,0.0243131208,-0.1295652427,-0.034928349,-0.0534969693,-0.0867903297,-0.2678878973,-0.0704526511,-0.1896044435,0.1765993118,0.1313378672,0.1765993118,0.1313378672,0.2626284903,0.2534082561,0.0993429744,-0.0466291872,-0.1261891429,-0.1574848668,0.1365901999,0.3884127798,0.1595897565,-0.026046326,0.2321840781,0.021491484,0.2148414028,0.2206396879,0.058609689,0.1726589821,0.2739437918,-0.0846674187,-0.1307404452,0.116090879,0.0277498065,-0.3027351026,-0.0461356323,-0.2682534062,0.3016267573,-0.1561410936,0.3315284599,0.1347347312,-0.0003627297,-0.2555903142,-0.1251795867,-0.26298447
8,WALKING_UPSTAIRS,0.258880152,-0.0282415136,-0.11512212,-0.1717121746,0.3487687332,0.1211872788,0.8603687188,-0.2913414917,-0.1923069606,-0.9266732878,-0.9310320685,-0.8761689305,0.0813816809,0.0141205921,-0.0674583919,-0.1866188953,-0.0123501105,-0.4475181791,0.192704476,-0.2042053561,-0.0724546026,-0.3674283672,-0.0666980861,0.3375264774,-0.1554456741,-0.0279195771,-0.0534090382,-0.405070692,-0.4246756734,-0.4303666588,0.1210266292,-0.2272002542,0.1210266292,-0.2272002542,-0.1414946135,-0.2282963641,0.166447991,-0.1093279238,-0.4006640141,-0.4939750317,-0.1664110654,0.2634313999,-0.0729496941,-0.1752849902,0.30540146,0.1337661936,-0.2002772492,-0.0257952591,-0.3866558037,-0.247336618,-0.0700821464,-0.5082483168,-0.2402607617,-0.1131621445,0.165974187,-0.4099555808,-0.0478802513,0.2632028784,-0.1302645191,-0.4092828517,-0.1318505675,-0.3792664998,-0.2296109526,-0.1833256471,-0.463270578,-0.5757332907
11,STANDING,0.2777155628,-0.0171990887,-0.1086866304,-0.9949788787,-0.9641733317,-0.9863827128,0.956464536,-0.1730827047,0.1271984234,-0.9945293981,-0.9810478287,-0.9894332536,0.0760097722,0.0124130966,-0.0007459162,-0.9925274043,-0.9794282796,-0.9901329896,-0.0293141521,-0.0765465042,0.0810588216,-0.9802424947,-0.9942104719,-0.9806366649,-0.0995193559,-0.0395992141,-0.0524732752,-0.9866904036,-0.9955716313,-0.9906632185,-0.9848538366,-0.9803053689,-0.9848538366,-0.9803053689,-0.9892423772,-0.9888539606,-0.9799780115,-0.9770714374,-0.9934281836,-0.9925791666,-0.9938080506,-0.9687030726,-0.9876697855,-0.995573763,-0.96350679,-0.9859585174,-0.9923854509,-0.9792870243,-0.9884607881,-0.993414564,-0.9811858236,-0.9903781496,-0.9783017172,-0.9940254883,-0.9807629681,-0.9810091157,-0.9943530866,-0.9823087811,-0.9822554136,-0.9815039696,-0.9886365953,-0.9880212311,-0.9825765198,-0.9774377109,-0.9929810198,-0.9922774685
11,SITTING,0.2765901974,-0.0149195617,-0.1128402183,-0.9827965621,-0.9214021181,-0.9683701819,0.8719637983,0.2137163057,0.188531696,-0.9880693411,-0.9497925721,-0.9716616108,0.0761777325,-0.0002138386,0.0083340076,-0.9803351636,-0.9667666434,-0.9834416096,-0.0399984916,-0.0755284479,0.0761739419,-0.9881649115,-0.9822490402,-0.9528443125,-0.0948423481,-0.0392813049,-0.0505395462,-0.9905015183,-0.9885548202,-0.9810160447,-0.9619707638,-0.9445818264,-0.9619707638,-0.9445818264,-0.9793556351,-0.9745117268,-0.9518844721,-0.9599644883,-0.9895190311,-0.9862566647,-0.9814814543,-0.9345031828,-0.9728551104,-0.9833898102,-0.9200471617,-0.9678843909,-0.9808317504,-0.9674546177,-0.9811248613,-0.9816079421,-0.9684214757,-0.9843496068,-0.9851068755,-0.9826366449,-0.9544538211,-0.9891895126,-0.9821379191,-0.9568027668,-0.9530660091,-0.948521986,-0.9753153315,-0.9722891342,-0.9697999511,-0.9607112419,-0.9872559726,-0.9856072292
11,LAYING,0.2805929709,-0.0176598052,-0.1087865781,-0.98477733,-0.9721968739,-0.9713111768,-0.1348320314,0.9430179414,0.11262019,-0.9795656025,-0.9907655796,-0.9841926063,0.0766645337,0.0122193854,0.002776905,-0.9852591086,-0.9727774553,-0.9821117842,-0.019174384,-0.0415599898,0.1520190159,-0.9808368846,-0.982442644,-0.9598974328,-0.1022975019,-0.0412391429,-0.066695749,-0.9817248384,-0.9908457247,-0.9865490633,-0.9806211802,-0.9728918295,-0.9806211802,-0.9728918295,-0.9833306284,-0.9765048586,-0.9525237521,-0.9547131828,-0.9906412482,-0.9844764767,-0.9838013656,-0.9714039354,-0.9735768128,-0.9853222119,-0.9735892874,-0.971668077,-0.9848848744,-0.9738824967,-0.9795648442,-0.9871226782,-0.9734867163,-0.9833029491,-0.9761874712,-0.9826402719,-0.9614344207,-0.9824245854,-0.9826606318,-0.963183903,-0.9739940046,-0.9760376956,-0.9769407746,-0.9751265314,-0.9670933565,-0.9548490535,-0.9859788372,-0.9835694682
11,WALKING,0.2718218929,-0.0166475834,-0.106096304,-0.4228420719,-0.052212075,-0.5306263114,0.9464684514,-0.2120458702,0.1340532151,-0.9811010144,-0.9662405536,-0.9608526841,0.0829709328,0.0127682477,-0.0133648278,-0.4285163436,-0.1814192303,-0.7206547312,-0.0426928995,-0.0705104974,0.0843744496,-0.5963469308,-0.4996252873,-0.4341782025,-0.0918204195,-0.051417255,-0.0342677451,-0.5416163971,-0.7379937559,-0.5510799425,-0.288323472,-0.4877359151,-0.288323472,-0.4877359151,-0.402333202,-0.4031412847,-0.4218016736,-0.5583627832,-0.6307327056,-0.7536714161,-0.3965337319,-0.0830478436,-0.6164029102,-0.4337033115,-0.0966068285,-0.5230933949,-0.4532652688,-0.2418017262,-0.6925938722,-0.45394304,-0.1701774031,-0.747564612,-0.5147533076,-0.5931073985,-0.3982933366,-0.623150269,-0.4536631841,-0.4985546395,-0.4585140625,-0.584455992,-0.3951161342,-0.4174468156,-0.6102226288,-0.5997454378,-0.7519144575,-0.7735740647
11,WALKING_DOWNSTAIRS,0.291605632,-0.0178097721,-0.11107015,0.142456557,0.0708122726,-0.324026938,0.9417464065,-0.2003219426,0.1323716849,-0.9544974987,-0.9263104696,-0.9258149061,0.0897168657,0.0252274202,-0.0225208906,-0.0834212653,-0.1268166621,-0.5797104822,-0.1250686991,-0.0262775345,0.0575244574,-0.3740690236,-0.4959117196,-0.3189595948,-0.0220916265,-0.0520272987,-0.0373048406,-0.5343749483,-0.6845933187,-0.4805591526,0.1262276573,0.0507743653,0.1262276573,0.0507743653,-0.1982061399,-0.1270172234,-0.1978833603,-0.3393498285,-0.5992947607,-0.6777505885,0.0351937228,0.0247508134,-0.3776247557,0.1799067644,0.0262777181,-0.3486265815,-0.1204630047,-0.1774792401,-0.5302255291,-0.1283416305,-0.1304438298,-0.6289027428,-0.3187770128,-0.5282545241,-0.273459112,-0.3977227579,-0.4811274946,-0.3972204711,0.0902807577,-0.1371230604,-0.0974549966,-0.1736617537,-0.4561701089,-0.3805594269,-0.6683405276,-0.7142296693
11,WALKING_UPSTAIRS,0.2637758593,-0.0303157822,-0.1067972165,-0.238802959,-0.1031675019,-0.2033693992,0.8926261556,-0.3435769248,0.1466337471,-0.9534631057,-0.924360833,-0.9069331711,0.0968561683,-0.0132625289,-0.0151463897,-0.4529616835,-0.4281192298,-0.7853591672,-0.0820909702,-0.0566928809,0.063805438,-0.5013316302,-0.2820445396,-0.6946588517,-0.0645245414,-0.0719834688,-0.0460761496,-0.6604313361,-0.8094594367,-0.7771733885,-0.1325946238,-0.2895921481,-0.1325946238,-0.2895921481,-0.5095877013,-0.4904858072,-0.2550483369,-0.3779098624,-0.7573148139,-0.8011270396,-0.3553489022,-0.2546452069,-0.5517420835,-0.1987336556,-0.0885048146,-0.1137017702,-0.4959273717,-0.455317917,-0.7653879056,-0.4582550213,-0.4372763285,-0.803845087,-0.4717827822,-0.5811671544,-0.6746718785,-0.5178116457,-0.1537878505,-0.7299287285,-0.3360610274,-0.3760278789,-0.4759285017,-0.5137034615,-0.55009966,-0.3812233828,-0.7959861137,-0.8224287189
14,STANDING,0.2805456138,-0.0152078134,-0.1038177018,-0.973268905,-0.9285257253,-0.9222763115,0.875319569,-0.2266922312,-0.3381748887,-0.9720053663,-0.9657810483,-0.940757718,0.0737933748,0.0057956618,-0.0072077776,-0.978248526,-0.9663624258,-0.970766734,-0.0220886527,-0.0558108827,0.0790475888,-0.9610917615,-0.9462806205,-0.9465891347,-0.1007184589,-0.0450096793,-0.0509036178,-0.9699488752,-0.9706929555,-0.9746878658,-0.9434568473,-0.9367355772,-0.9434568473,-0.9367355772,-0.9729657882,-0.9704371828,-0.9435300168,-0.9314262038,-0.974873328,-0.966834217,-0.9726995625,-0.9421782483,-0.9424220265,-0.9736055537,-0.926055903,-0.9177818587,-0.97818164,-0.9672499048,-0.9667184343,-0.9803966017,-0.9678301822,-0.9735943052,-0.957111767,-0.9508361945,-0.9509998778,-0.9627410328,-0.944306864,-0.9501627052,-0.9497150598,-0.9397998698,-0.9702141258,-0.9696775157,-0.9444055638,-0.9348155608,-0.9691756368,-0.9660192592
14,SITTING,0.279990577,-0.0087056546,-0.1004014904,-0.9763022481,-0.9149357039,-0.9227748357,0.9390387598,-0.0364533962,-0.0945970535,-0.9762803994,-0.9503226636,-0.9384157381,0.0741878844,-0.0043618599,-0.0105744513,-0.9808906552,-0.9678283563,-0.9761333835,-0.0440403327,-0.0713478281,0.0928523607,-0.9808299815,-0.9620481917,-0.9529043835,-0.0921614579,-0.0434577295,-0.0520121608,-0.9902842402,-0.9869113239,-0.9828191389,-0.9441979437,-0.9254958296,-0.9441979437,-0.9254958296,-0.9765210061,-0.9733433889,-0.9427563693,-0.9470811583,-0.9883176067,-0.9869639898,-0.9764566093,-0.9326447661,-0.9441260789,-0.9763030569,-0.9115912082,-0.9176781553,-0.9815666494,-0.9689517698,-0.9727519696,-0.9819208311,-0.9689436743,-0.9781800209,-0.9785771176,-0.9698067298,-0.9570208589,-0.9815730872,-0.9582274031,-0.956028808,-0.9405898533,-0.9291939372,-0.972985343,-0.9729594094,-0.9633205406,-0.9465179637,-0.9873242393,-0.9870651778
14,LAYING,0.2332754398,-0.0113424652,-0.0868333316,-0.9175018873,-0.909697041,-0.9003319217,-0.1454836316,0.4853969275,0.83656291,-0.8621369373,-0.9487748637,-0.9013038563,0.0981403848,-0.0083150706,-0.0323601505,-0.9714735571,-0.9681276175,-0.9724318555,0.0050522118,-0.1534238077,0.1491240582,-0.9572210151,-0.9324997806,-0.9522969653,-0.105446637,-0.0372677398,-0.0566171868,-0.9702749627,-0.9680428935,-0.9797113729,-0.9059782502,-0.8565931192,-0.9059782502,-0.8565931192,-0.9725763929,-0.966450909,-0.9046654184,-0.9134331859,-0.9756211831,-0.964009922,-0.9339361782,-0.9303669061,-0.9278823071,-0.9119726552,-0.9052210492,-0.894055711,-0.9720107092,-0.9693421243,-0.9685931957,-0.973491388,-0.9691132914,-0.97491443,-0.9499590406,-0.9380878982,-0.9491071629,-0.9597404886,-0.9299554071,-0.9577904798,-0.8994636688,-0.8596060471,-0.9679885963,-0.9636074339,-0.9301517312,-0.9177601049,-0.9664553431,-0.963666018
14,WALKING,0.2719595986,-0.0217785381,-0.1067563691,-0.4026390981,-0.0536126687,0.051884104,0.8029739615,-0.2703148229,-0.4224952685,-0.9748168842,-0.9544559358,-0.9475169698,0.0720877913,0.0241160236,0.0199723037,-0.4544970197,-0.3443395692,-0.4727910886,-0.0034765506,-0.0829682848,0.0513222718,-0.6003882222,-0.0148392604,-0.1260908002,-0.1106560548,-0.0438969529,-0.038882592,-0.5717599115,-0.5367377017,-0.497187688,-0.1444046718,-0.3638056278,-0.1444046718,-0.3638056278,-0.3772931551,-0.4397469185,-0.1372087419,-0.2014019305,-0.5198950468,-0.6061033139,-0.4214981725,-0.1746018448,-0.177366434,-0.3958599858,-0.0542709972,0.0854892137,-0.4723606168,-0.3767666005,-0.4158991792,-0.4847977098,-0.3535268942,-0.5288895351,-0.5085958519,-0.2158949495,-0.2129257592,-0.6300820759,0.0832950551,-0.180232949,-0.373516771,-0.4574900095,-0.4315914534,-0.453426009,-0.3113864497,-0.2655045515,-0.5910369361,-0.6556776622
